Driver,LapNumber,Compound,Stint,TyreLife,Position,LapTime (s),Race,Year,LapTime_Delta,Cumulative_Degradation,PitStop,PitNextLap,RaceProgress,Normalized_TyreLife,Position_Change
VER,34,HARD,2,11.0,2,87.924,Abu Dhabi Grand Prix,2025,-6.521999999999991,-204.89,0,0,0.4358974358974359,0.2244897959183673,-1.0
VER,35,HARD,2,12.0,2,87.981,Abu Dhabi Grand Prix,2025,-6.653000000000006,-204.833,0,0,0.4487179487179487,0.2448979591836734,-1.0
VER,36,HARD,2,13.0,2,87.81,Abu Dhabi Grand Prix,2025,-6.405999999999992,-205.004,0,0,0.4615384615384615,0.2653061224489796,-1.0
VER,37,HARD,2,14.0,2,87.745,Abu Dhabi Grand Prix,2025,-6.454999999999998,-205.069,0,0,0.4743589743589743,0.2857142857142857,-1.0
VER,38,HARD,2,15.0,2,87.751,Abu Dhabi Grand Prix,2025,-6.61999999999999,-205.063,0,0,0.4871794871794871,0.3061224489795918,-1.0
VER,39,HARD,2,16.0,2,87.625,Abu Dhabi Grand Prix,2025,-6.566999999999993,-205.189,0,0,0.5,0.3265306122448979,-1.0
VER,40,HARD,2,17.0,2,88.142,Abu Dhabi Grand Prix,2025,-5.888000000000005,-204.672,0,0,0.5128205128205128,0.3469387755102041,-1.0
VER,41,HARD,2,18.0,1,87.973,Abu Dhabi Grand Prix,2025,-6.1200000000000045,-204.84099999999995,0,0,0.5256410256410257,0.3673469387755102,0.0
VER,42,HARD,2,19.0,1,88.22,Abu Dhabi Grand Prix,2025,-5.912999999999997,-204.594,0,0,0.5384615384615384,0.3877551020408163,0.0
VER,43,HARD,2,20.0,1,87.935,Abu Dhabi Grand Prix,2025,-6.090999999999994,-204.879,0,0,0.5512820512820513,0.4081632653061224,0.0
VER,44,HARD,2,21.0,1,87.893,Abu Dhabi Grand Prix,2025,-6.576999999999998,-204.921,0,0,0.5641025641025641,0.4285714285714285,0.0
VER,45,HARD,2,22.0,1,87.752,Abu Dhabi Grand Prix,2025,-6.417000000000002,-205.06199999999995,0,0,0.5769230769230769,0.4489795918367347,0.0
VER,46,HARD,2,23.0,1,87.961,Abu Dhabi Grand Prix,2025,-6.055999999999997,-204.85299999999995,0,0,0.5897435897435898,0.4693877551020408,0.0
VER,47,HARD,2,24.0,1,87.871,Abu Dhabi Grand Prix,2025,-6.024000000000001,-204.943,0,0,0.6025641025641025,0.4897959183673469,0.0
VER,48,HARD,2,25.0,1,87.818,Abu Dhabi Grand Prix,2025,-6.304000000000002,-204.996,0,0,0.6153846153846154,0.5102040816326531,0.0
VER,49,HARD,2,26.0,1,87.75,Abu Dhabi Grand Prix,2025,-6.343000000000004,-205.064,0,0,0.6282051282051282,0.5306122448979592,0.0
VER,50,HARD,2,27.0,1,87.986,Abu Dhabi Grand Prix,2025,-5.378999999999991,-204.828,0,0,0.6410256410256411,0.5510204081632653,0.0
VER,51,HARD,2,28.0,1,87.983,Abu Dhabi Grand Prix,2025,6.716999999999999,-204.831,0,0,0.6538461538461539,0.5714285714285714,2.0
VER,52,HARD,2,29.0,1,88.455,Abu Dhabi Grand Prix,2025,7.230999999999994,-204.359,0,0,0.6666666666666666,0.5918367346938775,2.0
VER,53,HARD,2,30.0,1,88.395,Abu Dhabi Grand Prix,2025,7.162999999999997,-204.419,0,0,0.6794871794871795,0.6122448979591837,2.0
VER,54,HARD,2,31.0,1,88.175,Abu Dhabi Grand Prix,2025,6.891999999999996,-204.63899999999995,0,0,0.6923076923076923,0.6326530612244898,2.0
VER,55,HARD,2,32.0,1,88.817,Abu Dhabi Grand Prix,2025,7.668999999999997,-203.997,0,0,0.7051282051282052,0.6530612244897959,2.0
VER,56,HARD,2,33.0,1,88.621,Abu Dhabi Grand Prix,2025,7.353999999999999,-204.193,0,0,0.717948717948718,0.673469387755102,2.0
VER,57,HARD,2,34.0,1,88.782,Abu Dhabi Grand Prix,2025,7.237999999999999,-204.032,0,0,0.7307692307692307,0.6938775510204082,2.0
VER,58,HARD,2,35.0,1,88.473,Abu Dhabi Grand Prix,2025,7.289999999999992,-204.34099999999995,0,0,0.7435897435897436,0.7142857142857143,2.0
ALB,1,INTERMEDIATE,1,1.0,7,132.195,Australian Grand Prix,2025,15.434999999999988,15.434999999999988,0,0,0.0131578947368421,0.0238095238095238,13.0
ALB,5,INTERMEDIATE,4,3.0,7,142.084,Australian Grand Prix,2025,0.0,0.0,1,0,0.0657894736842105,0.0967741935483871,2.0
ALB,6,INTERMEDIATE,4,4.0,7,139.612,Australian Grand Prix,2025,-2.4720000000000084,-2.4720000000000084,0,0,0.0789473684210526,0.1290322580645161,0.0
ALB,7,INTERMEDIATE,4,5.0,7,129.065,Australian Grand Prix,2025,-10.546999999999995,-13.019000000000004,0,0,0.0921052631578947,0.1612903225806451,0.0
ALB,8,INTERMEDIATE,4,6.0,7,98.281,Australian Grand Prix,2025,-30.783999999999992,-43.803,0,0,0.1052631578947368,0.1935483870967742,0.0
ALB,9,INTERMEDIATE,4,7.0,7,96.3,Australian Grand Prix,2025,-1.9810000000000088,-45.784000000000006,0,0,0.1184210526315789,0.2258064516129032,0.0
ALB,10,INTERMEDIATE,4,8.0,7,94.494,Australian Grand Prix,2025,-1.8059999999999967,-47.59,0,0,0.131578947368421,0.2580645161290322,0.0
ALB,11,INTERMEDIATE,4,9.0,7,94.206,Australian Grand Prix,2025,-0.2879999999999967,-47.878,0,0,0.1447368421052631,0.2903225806451613,0.0
ALB,12,INTERMEDIATE,4,10.0,7,93.713,Australian Grand Prix,2025,-0.4930000000000092,-48.37100000000001,0,0,0.1578947368421052,0.3225806451612903,0.0
ALB,13,INTERMEDIATE,4,11.0,7,93.153,Australian Grand Prix,2025,-0.5599999999999881,-48.931,0,0,0.1710526315789473,0.3548387096774194,0.0
ALB,14,INTERMEDIATE,4,12.0,7,92.717,Australian Grand Prix,2025,-0.436000000000007,-49.367,0,0,0.1842105263157894,0.3870967741935484,0.0
ALB,15,INTERMEDIATE,4,13.0,7,92.733,Australian Grand Prix,2025,0.0160000000000053,-49.351,0,0,0.1973684210526315,0.4193548387096774,0.0
ALB,16,INTERMEDIATE,4,14.0,7,92.464,Australian Grand Prix,2025,-0.2690000000000054,-49.620000000000005,0,0,0.2105263157894736,0.4516129032258064,0.0
ALB,17,INTERMEDIATE,4,15.0,7,93.088,Australian Grand Prix,2025,0.6239999999999952,-48.99600000000001,0,0,0.2236842105263158,0.4838709677419355,0.0
ALB,18,INTERMEDIATE,4,16.0,7,92.981,Australian Grand Prix,2025,-0.1069999999999993,-49.10300000000001,0,0,0.2368421052631578,0.5161290322580645,0.0
ALB,19,INTERMEDIATE,4,17.0,7,93.051,Australian Grand Prix,2025,0.0700000000000073,-49.033,0,0,0.25,0.5483870967741935,0.0
ALB,20,INTERMEDIATE,4,18.0,7,92.356,Australian Grand Prix,2025,-0.6950000000000074,-49.72800000000001,0,0,0.2631578947368421,0.5806451612903226,0.0
ALB,21,INTERMEDIATE,4,19.0,7,92.036,Australian Grand Prix,2025,-0.3199999999999932,-50.048,0,0,0.2763157894736842,0.6129032258064516,0.0
ALB,22,INTERMEDIATE,4,20.0,7,92.053,Australian Grand Prix,2025,0.0169999999999959,-50.031000000000006,0,0,0.2894736842105263,0.6451612903225806,0.0
ALB,23,INTERMEDIATE,4,21.0,7,91.75,Australian Grand Prix,2025,-0.3029999999999972,-50.334,0,0,0.3026315789473684,0.6774193548387096,0.0
ALB,24,INTERMEDIATE,4,22.0,7,91.868,Australian Grand Prix,2025,0.117999999999995,-50.21600000000001,0,0,0.3157894736842105,0.7096774193548387,0.0
ALB,25,INTERMEDIATE,4,23.0,7,91.014,Australian Grand Prix,2025,-0.8539999999999992,-51.07000000000001,0,0,0.3289473684210526,0.7419354838709677,0.0
ALB,26,INTERMEDIATE,4,24.0,7,91.309,Australian Grand Prix,2025,0.2950000000000017,-50.775000000000006,0,0,0.3421052631578947,0.7741935483870968,0.0
ALB,27,INTERMEDIATE,4,25.0,7,90.452,Australian Grand Prix,2025,-0.8569999999999993,-51.632000000000005,0,0,0.3552631578947368,0.8064516129032258,0.0
ALB,28,INTERMEDIATE,4,26.0,7,90.332,Australian Grand Prix,2025,-0.1200000000000045,-51.75200000000001,0,0,0.3684210526315789,0.8387096774193549,0.0
ALB,29,INTERMEDIATE,4,27.0,7,90.023,Australian Grand Prix,2025,-0.3089999999999975,-52.06100000000001,0,0,0.3815789473684211,0.8709677419354839,0.0
ALB,30,INTERMEDIATE,4,28.0,7,89.628,Australian Grand Prix,2025,-0.394999999999996,-52.456,0,0,0.3947368421052631,0.9032258064516128,0.0
ALB,31,INTERMEDIATE,4,29.0,7,90.053,Australian Grand Prix,2025,0.4249999999999971,-52.031000000000006,0,0,0.4078947368421052,0.935483870967742,0.0
ALB,32,INTERMEDIATE,4,30.0,7,90.186,Australian Grand Prix,2025,0.1330000000000097,-51.898,0,0,0.4210526315789473,0.967741935483871,0.0
ALB,33,INTERMEDIATE,4,31.0,7,110.179,Australian Grand Prix,2025,19.992999999999995,-31.905,0,1,0.4342105263157895,1.0,0.0
ALB,34,MEDIUM,5,1.0,7,147.472,Australian Grand Prix,2025,0.0,0.0,1,0,0.4473684210526316,0.0909090909090909,11.0
ALB,35,MEDIUM,5,2.0,7,102.979,Australian Grand Prix,2025,-44.49300000000001,-44.49300000000001,0,0,0.4605263157894737,0.1818181818181818,0.0
ALB,36,MEDIUM,5,3.0,7,102.745,Australian Grand Prix,2025,-0.2339999999999946,-44.727,0,0,0.4736842105263157,0.2727272727272727,0.0
ALB,37,MEDIUM,5,4.0,7,127.286,Australian Grand Prix,2025,24.541,-20.186000000000007,0,0,0.4868421052631579,0.3636363636363636,0.0
ALB,38,MEDIUM,5,5.0,7,139.137,Australian Grand Prix,2025,11.851,-8.335000000000008,0,0,0.5,0.4545454545454545,0.0
ALB,39,MEDIUM,5,6.0,7,132.043,Australian Grand Prix,2025,-7.093999999999994,-15.429000000000002,0,0,0.5131578947368421,0.5454545454545454,0.0
ALB,40,MEDIUM,5,7.0,7,131.839,Australian Grand Prix,2025,-0.2040000000000077,-15.63300000000001,0,0,0.5263157894736842,0.6363636363636364,0.0
ALB,41,MEDIUM,5,8.0,7,127.143,Australian Grand Prix,2025,-4.695999999999998,-20.329000000000008,0,0,0.5394736842105263,0.7272727272727273,0.0
ALB,42,MEDIUM,5,9.0,7,87.127,Australian Grand Prix,2025,-40.016000000000005,-60.34500000000001,0,0,0.5526315789473685,0.8181818181818182,0.0
ALB,43,MEDIUM,5,10.0,7,84.597,Australian Grand Prix,2025,-2.530000000000001,-62.875000000000014,0,0,0.5657894736842105,0.9090909090909092,0.0
ALB,44,MEDIUM,5,11.0,9,105.335,Australian Grand Prix,2025,20.738,-42.137000000000015,0,1,0.5789473684210527,1.0,-2.0
ALB,45,INTERMEDIATE,6,1.0,9,96.573,Australian Grand Prix,2025,0.0,0.0,1,0,0.5921052631578947,0.0769230769230769,0.0
ALB,46,INTERMEDIATE,6,2.0,7,92.795,Australian Grand Prix,2025,-3.777999999999992,-3.777999999999992,0,0,0.6052631578947368,0.1538461538461538,2.0
ALB,47,INTERMEDIATE,6,3.0,4,125.49,Australian Grand Prix,2025,32.69499999999999,28.917,0,0,0.618421052631579,0.2307692307692307,3.0
ALB,48,INTERMEDIATE,6,4.0,4,119.008,Australian Grand Prix,2025,-6.481999999999999,22.435,0,0,0.631578947368421,0.3076923076923077,0.0
ALB,49,INTERMEDIATE,6,5.0,4,144.662,Australian Grand Prix,2025,25.65400000000001,48.08900000000001,0,0,0.6447368421052632,0.3846153846153846,0.0
ALB,50,INTERMEDIATE,6,6.0,4,141.482,Australian Grand Prix,2025,-3.180000000000007,44.909000000000006,0,0,0.6578947368421053,0.4615384615384615,0.0
ALB,51,INTERMEDIATE,6,7.0,4,133.177,Australian Grand Prix,2025,-8.305000000000007,36.604,0,0,0.6710526315789473,0.5384615384615384,0.0
ALB,52,INTERMEDIATE,6,8.0,4,94.996,Australian Grand Prix,2025,-38.181,-1.5769999999999982,0,0,0.6842105263157895,0.6153846153846154,0.0
ALB,53,INTERMEDIATE,6,9.0,4,91.917,Australian Grand Prix,2025,-3.078999999999993,-4.655999999999992,0,0,0.6973684210526315,0.6923076923076923,0.0
ALB,54,INTERMEDIATE,6,10.0,4,90.587,Australian Grand Prix,2025,-1.3299999999999983,-5.98599999999999,0,0,0.7105263157894737,0.7692307692307693,0.0
ALB,55,INTERMEDIATE,6,11.0,4,90.301,Australian Grand Prix,2025,-0.2860000000000013,-6.271999999999991,0,0,0.7236842105263158,0.8461538461538461,0.0
ALB,56,INTERMEDIATE,6,12.0,5,90.298,Australian Grand Prix,2025,-0.0030000000000001,-6.274999999999992,0,0,0.7368421052631579,0.9230769230769232,-1.0
ALB,57,INTERMEDIATE,6,13.0,5,89.944,Australian Grand Prix,2025,-0.3539999999999992,-6.628999999999991,0,0,0.75,1.0,0.0
ALO,1,INTERMEDIATE,1,1.0,10,137.178,Australian Grand Prix,2025,27.009,27.009,1,0,0.0138888888888888,0.025,-1.0
ALO,5,INTERMEDIATE,4,5.0,10,142.181,Australian Grand Prix,2025,0.0,0.0,1,0,0.0694444444444444,0.1515151515151515,-1.0
ALO,6,INTERMEDIATE,4,6.0,10,139.493,Australian Grand Prix,2025,-2.6880000000000166,-2.6880000000000166,0,0,0.0833333333333333,0.1818181818181818,0.0
ALO,7,INTERMEDIATE,4,7.0,10,125.594,Australian Grand Prix,2025,-13.899,-16.587000000000018,0,0,0.0972222222222222,0.2121212121212121,0.0
ALO,8,INTERMEDIATE,4,8.0,10,98.354,Australian Grand Prix,2025,-27.239999999999995,-43.82700000000001,0,0,0.1111111111111111,0.2424242424242424,0.0
ALO,9,INTERMEDIATE,4,9.0,10,96.267,Australian Grand Prix,2025,-2.087000000000004,-45.914000000000016,0,0,0.125,0.2727272727272727,0.0
ALO,10,INTERMEDIATE,4,10.0,10,95.569,Australian Grand Prix,2025,-0.6979999999999933,-46.61200000000001,0,0,0.1388888888888889,0.303030303030303,0.0
ALO,11,INTERMEDIATE,4,11.0,10,95.3,Australian Grand Prix,2025,-0.2690000000000054,-46.881000000000014,0,0,0.1527777777777778,0.3333333333333333,0.0
ALO,12,INTERMEDIATE,4,12.0,10,94.076,Australian Grand Prix,2025,-1.2240000000000038,-48.10500000000002,0,0,0.1666666666666666,0.3636363636363636,0.0
ALO,13,INTERMEDIATE,4,13.0,10,93.515,Australian Grand Prix,2025,-0.5609999999999928,-48.66600000000001,0,0,0.1805555555555555,0.3939393939393939,0.0
ALO,14,INTERMEDIATE,4,14.0,10,92.664,Australian Grand Prix,2025,-0.8509999999999991,-49.51700000000001,0,0,0.1944444444444444,0.4242424242424242,0.0
ALO,15,INTERMEDIATE,4,15.0,10,92.324,Australian Grand Prix,2025,-0.3400000000000034,-49.85700000000001,0,0,0.2083333333333333,0.4545454545454545,0.0
ALO,16,INTERMEDIATE,4,16.0,10,92.521,Australian Grand Prix,2025,0.1970000000000027,-49.66000000000001,0,0,0.2222222222222222,0.4848484848484848,0.0
ALO,17,INTERMEDIATE,4,17.0,10,92.966,Australian Grand Prix,2025,0.4449999999999932,-49.21500000000002,0,0,0.2361111111111111,0.5151515151515151,0.0
ALO,18,INTERMEDIATE,4,18.0,10,92.698,Australian Grand Prix,2025,-0.2680000000000007,-49.48300000000002,0,0,0.25,0.5454545454545454,0.0
ALO,19,INTERMEDIATE,4,19.0,10,92.28,Australian Grand Prix,2025,-0.4179999999999921,-49.90100000000001,0,0,0.2638888888888889,0.5757575757575758,0.0
ALO,20,INTERMEDIATE,4,20.0,10,92.61,Australian Grand Prix,2025,0.3299999999999983,-49.57100000000001,0,0,0.2777777777777778,0.6060606060606061,0.0
ALO,21,INTERMEDIATE,4,21.0,10,92.545,Australian Grand Prix,2025,-0.0649999999999977,-49.63600000000001,0,0,0.2916666666666667,0.6363636363636364,0.0
ALO,22,INTERMEDIATE,4,22.0,10,93.282,Australian Grand Prix,2025,0.7369999999999948,-48.899000000000015,0,0,0.3055555555555556,0.6666666666666666,0.0
ALO,23,INTERMEDIATE,4,23.0,10,92.51,Australian Grand Prix,2025,-0.7719999999999914,-49.67100000000001,0,0,0.3194444444444444,0.696969696969697,0.0
ALO,24,INTERMEDIATE,4,24.0,10,91.665,Australian Grand Prix,2025,-0.8449999999999989,-50.516000000000005,0,0,0.3333333333333333,0.7272727272727273,0.0
ALO,25,INTERMEDIATE,4,25.0,10,91.761,Australian Grand Prix,2025,0.0959999999999894,-50.420000000000016,0,0,0.3472222222222222,0.7575757575757576,0.0
ALO,26,INTERMEDIATE,4,26.0,10,91.343,Australian Grand Prix,2025,-0.4179999999999921,-50.83800000000001,0,0,0.3611111111111111,0.7878787878787878,0.0
ALO,27,INTERMEDIATE,4,27.0,10,90.895,Australian Grand Prix,2025,-0.4480000000000075,-51.286000000000016,0,0,0.375,0.8181818181818182,0.0
ALO,28,INTERMEDIATE,4,28.0,10,90.652,Australian Grand Prix,2025,-0.242999999999995,-51.52900000000001,0,0,0.3888888888888889,0.8484848484848485,0.0
ALO,29,INTERMEDIATE,4,29.0,10,89.718,Australian Grand Prix,2025,-0.9339999999999976,-52.46300000000001,0,0,0.4027777777777778,0.8787878787878788,0.0
ALO,30,INTERMEDIATE,4,30.0,10,89.374,Australian Grand Prix,2025,-0.3440000000000083,-52.807000000000016,0,0,0.4166666666666667,0.9090909090909092,0.0
ALO,31,INTERMEDIATE,4,31.0,10,88.85,Australian Grand Prix,2025,-0.5240000000000009,-53.33100000000002,0,0,0.4305555555555556,0.9393939393939394,0.0
ALO,32,INTERMEDIATE,4,32.0,10,88.819,Australian Grand Prix,2025,-0.0309999999999917,-53.36200000000001,0,0,0.4444444444444444,0.9696969696969696,0.0
ANT,1,INTERMEDIATE,1,1.0,13,142.352,Australian Grand Prix,2025,34.49000000000001,34.49000000000001,0,0,0.0133333333333333,0.0144927536231884,-7.0
ANT,5,INTERMEDIATE,4,5.0,13,139.163,Australian Grand Prix,2025,0.0,0.0,0,0,0.0666666666666666,0.1515151515151515,5.0
ANT,6,INTERMEDIATE,4,6.0,13,141.111,Australian Grand Prix,2025,1.947999999999979,1.947999999999979,0,0,0.08,0.1818181818181818,0.0
ANT,7,INTERMEDIATE,4,7.0,13,123.412,Australian Grand Prix,2025,-17.698999999999984,-15.751000000000005,0,0,0.0933333333333333,0.2121212121212121,0.0
ANT,8,INTERMEDIATE,4,8.0,13,98.729,Australian Grand Prix,2025,-24.683000000000007,-40.43400000000001,0,0,0.1066666666666666,0.2424242424242424,0.0
ANT,9,INTERMEDIATE,4,9.0,13,96.312,Australian Grand Prix,2025,-2.4170000000000016,-42.85100000000001,0,0,0.12,0.2727272727272727,0.0
ANT,10,INTERMEDIATE,4,10.0,13,95.27,Australian Grand Prix,2025,-1.0420000000000016,-43.893000000000015,0,0,0.1333333333333333,0.303030303030303,0.0
ANT,11,INTERMEDIATE,4,11.0,13,94.678,Australian Grand Prix,2025,-0.5919999999999987,-44.485000000000014,0,0,0.1466666666666666,0.3333333333333333,0.0
ANT,12,INTERMEDIATE,4,12.0,13,95.385,Australian Grand Prix,2025,0.7070000000000078,-43.778000000000006,0,0,0.16,0.3636363636363636,0.0
ANT,13,INTERMEDIATE,4,13.0,13,93.697,Australian Grand Prix,2025,-1.6880000000000024,-45.46600000000001,0,0,0.1733333333333333,0.3939393939393939,0.0
ANT,14,INTERMEDIATE,4,14.0,12,93.802,Australian Grand Prix,2025,0.1050000000000039,-45.361,0,0,0.1866666666666666,0.4242424242424242,1.0
ANT,15,INTERMEDIATE,4,15.0,12,92.212,Australian Grand Prix,2025,-1.5900000000000034,-46.95100000000001,0,0,0.2,0.4545454545454545,0.0
ANT,16,INTERMEDIATE,4,16.0,13,97.326,Australian Grand Prix,2025,5.11399999999999,-41.83700000000002,0,0,0.2133333333333333,0.4848484848484848,-1.0
ANT,17,INTERMEDIATE,4,17.0,12,92.312,Australian Grand Prix,2025,-5.013999999999996,-46.85100000000001,0,0,0.2266666666666666,0.5151515151515151,1.0
ANT,18,INTERMEDIATE,4,18.0,12,92.181,Australian Grand Prix,2025,-0.1310000000000002,-46.98200000000001,0,0,0.24,0.5454545454545454,0.0
ANT,19,INTERMEDIATE,4,19.0,12,91.942,Australian Grand Prix,2025,-0.2390000000000043,-47.22100000000002,0,0,0.2533333333333333,0.5757575757575758,0.0
ANT,20,INTERMEDIATE,4,20.0,12,91.319,Australian Grand Prix,2025,-0.6229999999999905,-47.84400000000001,0,0,0.2666666666666666,0.6060606060606061,0.0
ANT,21,INTERMEDIATE,4,21.0,12,91.042,Australian Grand Prix,2025,-0.277000000000001,-48.12100000000001,0,1,0.28,0.6363636363636364,0.0
ANT,22,INTERMEDIATE,4,22.0,11,91.887,Australian Grand Prix,2025,0.0,-48.12100000000001,0,1,0.2933333333333333,0.6666666666666666,5.0
ANT,23,INTERMEDIATE,4,23.0,11,91.324,Australian Grand Prix,2025,-24.177000000000007,-48.68400000000001,0,1,0.3066666666666666,0.696969696969697,5.0
ANT,24,INTERMEDIATE,4,24.0,11,90.822,Australian Grand Prix,2025,-25.878,-49.18600000000001,0,0,0.32,0.7272727272727273,5.0
ANT,25,INTERMEDIATE,4,25.0,11,90.706,Australian Grand Prix,2025,-0.1159999999999996,-49.30200000000001,0,0,0.3333333333333333,0.7575757575757576,0.0
ANT,26,INTERMEDIATE,4,26.0,11,91.299,Australian Grand Prix,2025,0.5930000000000035,-48.709,0,0,0.3466666666666667,0.7878787878787878,0.0
ANT,27,INTERMEDIATE,4,27.0,11,90.463,Australian Grand Prix,2025,-0.8360000000000127,-49.545000000000016,0,0,0.36,0.8181818181818182,0.0
ANT,28,INTERMEDIATE,4,28.0,11,90.716,Australian Grand Prix,2025,0.2530000000000001,-49.292000000000016,0,0,0.3733333333333333,0.8484848484848485,0.0
ANT,29,INTERMEDIATE,4,29.0,11,89.919,Australian Grand Prix,2025,-0.796999999999997,-50.08900000000001,0,0,0.3866666666666666,0.8787878787878788,0.0
ANT,30,INTERMEDIATE,4,30.0,11,89.794,Australian Grand Prix,2025,-0.125,-50.21400000000001,0,0,0.4,0.9090909090909092,0.0
ANT,31,INTERMEDIATE,4,31.0,11,89.245,Australian Grand Prix,2025,-0.5489999999999924,-50.763000000000005,0,0,0.4133333333333333,0.9393939393939394,0.0
ANT,32,INTERMEDIATE,4,32.0,11,89.032,Australian Grand Prix,2025,-0.213000000000008,-50.97600000000001,0,0,0.4266666666666667,0.9696969696969696,0.0
ANT,33,INTERMEDIATE,4,33.0,10,112.635,Australian Grand Prix,2025,23.60300000000001,-27.373000000000005,0,1,0.44,1.0,1.0
ANT,34,HARD,5,1.0,10,142.596,Australian Grand Prix,2025,0.0,0.0,1,0,0.4533333333333333,0.032258064516129,-4.0
ANT,35,HARD,5,2.0,10,104.67,Australian Grand Prix,2025,-37.926,-37.926,0,0,0.4666666666666667,0.064516129032258,0.0
ANT,36,HARD,5,3.0,10,101.655,Australian Grand Prix,2025,-3.015000000000001,-40.941,0,0,0.48,0.0967741935483871,0.0
ANT,37,HARD,5,4.0,10,127.298,Australian Grand Prix,2025,25.643,-15.298000000000002,0,0,0.4933333333333333,0.1290322580645161,0.0
ANT,38,HARD,5,5.0,10,139.681,Australian Grand Prix,2025,12.38300000000001,-2.914999999999992,0,0,0.5066666666666667,0.1612903225806451,0.0
ANT,39,HARD,5,6.0,10,131.642,Australian Grand Prix,2025,-8.039000000000016,-10.954000000000008,0,0,0.52,0.1935483870967742,0.0
ANT,40,HARD,5,7.0,10,129.615,Australian Grand Prix,2025,-2.026999999999987,-12.980999999999996,0,0,0.5333333333333333,0.2258064516129032,0.0
ANT,41,HARD,5,8.0,10,126.22,Australian Grand Prix,2025,-3.3950000000000102,-16.376000000000005,0,0,0.5466666666666666,0.2580645161290322,0.0
ANT,42,HARD,5,9.0,10,87.505,Australian Grand Prix,2025,-38.715,-55.09100000000001,0,0,0.56,0.2903225806451613,0.0
ANT,43,HARD,5,10.0,10,84.901,Australian Grand Prix,2025,-2.603999999999999,-57.69500000000001,0,0,0.5733333333333334,0.3225806451612903,0.0
ANT,44,HARD,5,11.0,11,108.276,Australian Grand Prix,2025,23.375,-34.32000000000001,0,0,0.5866666666666667,0.3548387096774194,-1.0
ANT,45,INTERMEDIATE,6,1.0,11,95.593,Australian Grand Prix,2025,0.0,0.0,1,0,0.6,0.03125,-8.0
ANT,46,INTERMEDIATE,6,2.0,8,90.78,Australian Grand Prix,2025,-4.813000000000002,-4.813000000000002,0,0,0.6133333333333333,0.0625,3.0
ANT,47,INTERMEDIATE,6,3.0,5,125.75,Australian Grand Prix,2025,34.97,30.157,0,0,0.6266666666666667,0.09375,3.0
ANT,48,INTERMEDIATE,6,4.0,5,118.429,Australian Grand Prix,2025,-7.320999999999998,22.836,0,0,0.64,0.125,0.0
ANT,49,INTERMEDIATE,6,5.0,5,144.964,Australian Grand Prix,2025,26.535,49.371,0,0,0.6533333333333333,0.15625,0.0
ANT,50,INTERMEDIATE,6,6.0,5,140.284,Australian Grand Prix,2025,-4.680000000000007,44.69099999999999,0,0,0.6666666666666666,0.1875,0.0
ANT,51,INTERMEDIATE,6,7.0,5,132.971,Australian Grand Prix,2025,-7.312999999999988,37.378,0,0,0.68,0.21875,0.0
ANT,52,INTERMEDIATE,6,8.0,5,95.008,Australian Grand Prix,2025,-37.96300000000001,-0.585000000000008,0,0,0.6933333333333334,0.25,0.0
ANT,53,INTERMEDIATE,6,9.0,5,91.398,Australian Grand Prix,2025,-3.61,-4.195000000000007,0,0,0.7066666666666667,0.28125,0.0
ANT,54,INTERMEDIATE,6,10.0,5,90.562,Australian Grand Prix,2025,-0.8359999999999985,-5.031000000000006,0,0,0.72,0.3125,0.0
ANT,55,INTERMEDIATE,6,11.0,5,90.602,Australian Grand Prix,2025,0.0400000000000062,-4.991,0,0,0.7333333333333333,0.34375,0.0
ANT,56,INTERMEDIATE,6,12.0,4,88.149,Australian Grand Prix,2025,-2.453000000000003,-7.444000000000003,0,0,0.7466666666666667,0.375,1.0
ANT,57,INTERMEDIATE,6,13.0,4,88.65,Australian Grand Prix,2025,0.5010000000000048,-6.942999999999998,0,0,0.76,0.40625,0.0
BEA,1,INTERMEDIATE,1,1.0,17,149.413,Australian Grand Prix,2025,38.769000000000005,38.769000000000005,0,0,0.0131578947368421,0.0188679245283018,-7.0
BEA,5,INTERMEDIATE,4,1.0,17,125.412,Australian Grand Prix,2025,0.0,0.0,1,0,0.0657894736842105,0.0285714285714285,-5.0
BEA,6,INTERMEDIATE,4,2.0,17,142.075,Australian Grand Prix,2025,16.662999999999982,16.662999999999982,0,0,0.0789473684210526,0.0571428571428571,0.0
BEA,7,INTERMEDIATE,4,3.0,17,122.192,Australian Grand Prix,2025,-19.883,-3.220000000000013,0,0,0.0921052631578947,0.0857142857142857,0.0
BEA,8,INTERMEDIATE,4,4.0,17,102.054,Australian Grand Prix,2025,-20.13799999999999,-23.358000000000004,0,0,0.1052631578947368,0.1142857142857142,0.0
BEA,9,INTERMEDIATE,4,5.0,17,98.564,Australian Grand Prix,2025,-3.490000000000009,-26.848000000000013,0,0,0.1184210526315789,0.1428571428571428,0.0
BEA,10,INTERMEDIATE,4,6.0,17,96.411,Australian Grand Prix,2025,-2.152999999999992,-29.001000000000005,0,0,0.131578947368421,0.1714285714285714,0.0
BEA,11,INTERMEDIATE,4,7.0,17,95.416,Australian Grand Prix,2025,-0.9950000000000044,-29.99600000000001,0,0,0.1447368421052631,0.2,0.0
BEA,12,INTERMEDIATE,4,8.0,17,95.002,Australian Grand Prix,2025,-0.4140000000000015,-30.41000000000001,0,0,0.1578947368421052,0.2285714285714285,0.0
